distance_km,elev_norseman_m,elev_hawaii_m
196.0,199.34413283176698,11.686299330964744
196.5,197.9925608961409,29.831209497993317
197.0,197.29254397111512,45.69624318945001
197.5,198.18013766414376,31.147808776586185
198.0,202.6249965738016,18.96109407491262
198.5,197.411541742519,26.21983488540572
199.0,196.81244823245507,28.17921032624748
199.5,196.25194961156245,24.979199279211386
200.0,196.2058774828799,17.96095847960298
200.5,197.1320628435036,16.335221536631952
201.0,199.48467477824414,13.869644338925527
201.5,201.79884851258325,21.90708865992916
202.0,208.18852065158026,25.389959674026873
202.5,211.93,27.25658968749421
203.0,210.3754356949556,26.760582184613625
203.5,212.00000000000003,21.82699809112876
204.0,212.85663508526426,16.960025198109886
204.5,215.86749410737775,24.301328895062138
205.0,218.6289573791457,32.40367270209964
205.5,226.51793107681758,35.64569890793615
206.0,243.07993700691736,38.37442925373017
206.5,241.77898734190055,42.503370126725244
207.0,241.5161000531875,42.48747915842495
207.5,238.6513735329875,35.30592897863203
208.0,238.07502003861617,31.021335344838004
208.5,243.40255852202222,22.353820957203165
209.0,245.4270094247046,13.194286287069811
209.5,287.88217465717383,3.9233186273005676
210.0,336.32818775790224,3.8561753982982565
210.5,384.2454477497994,5.641273488249197
211.0,433.45151310896966,5.8852506615858085
211.5,481.1388301608111,3.442138349062151
212.0,527.4572407712363,2.2126369961940533
212.5,574.6169980993558,10.248236379347953
213.0,621.1446166133214,21.97926083049932
213.5,667.8057812179463,34.545248365814984
214.0,715.7920665069478,32.893447531990375
214.5,761.4816402495964,38.28229652467183
215.0,810.1330833690237,42.92486725119623
215.5,857.3785263951723,37.392547885637455
216.0,907.7524049383534,37.721645489721105
216.5,958.3604811672965,34.908801659998396
217.0,1000.0387622538199,29.76577717314248
217.5,1041.3276585399635,20.71566253587824
218.0,1081.2129096893382,16.508028027687498
218.5,1102.5325519440114,24.682874355259667
219.0,1127.3214800216354,27.463123933973502
219.5,1157.6886916714611,27.959741477141034
220.0,1153.034412758649,24.963735947473896
220.5,1162.2364936924116,18.47381992753177
221.0,1171.1440175170287,15.836696073198134
221.5,1216.998597371426,18.347087696203833
222.0,1274.615073896344,18.989467009749877
222.5,1322.2877207107715,29.166398210376386
223.0,1418.8684425713413,26.606407844351768
223.5,1493.4420258690984,22.285662888824064
224.0,1548.5638356092688,20.85251407102264
224.5,1620.3359541773816,35.65989540641137
225.0,1688.0352991417415,45.29927950348816
225.5,1792.1193485593014,18.58944105407715
226.0,1837.0000000000002,11.445818869848779
226.5,,5.912542795072575
227.0,,0.9500847287001448
227.5,,1.0
